Account Length,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
126,no,no,0,122.4,88,20.81,143.8,111,12.22,157,106,7.07,11.5,3,3.11,1,0
105,no,yes,33,209.6,68,35.63,146.9,140,12.49,121,131,5.44,10.6,3,2.86,2,0
126,no,no,0,161.4,110,27.44,220.6,125,18.75,249.2,78,11.21,5.1,2,1.38,0,0
97,no,no,0,144.2,91,24.51,226.7,137,19.27,144.6,72,6.51,13.8,4,3.73,3,0
95,yes,yes,37,220.2,109,37.43,185.3,99,15.75,205.1,82,9.23,4.1,2,1.11,0,1
87,no,no,0,256.2,105,43.55,160.7,102,13.66,249.4,80,11.22,7.4,2,2,4,0
169,no,no,0,100.8,112,17.14,230,69,19.55,193.6,95,8.71,9.5,2,2.57,0,0
120,no,yes,27,153.5,84,26.1,194,73,16.49,256.5,94,11.54,10.2,7,2.75,5,0
121,no,no,0,150.7,105,25.62,197.3,133,16.77,169,116,7.61,9.2,15,2.48,1,0
13,no,yes,31,265.3,94,45.1,147.6,95,12.55,259.3,117,11.67,12.9,1,3.48,1,0
74,no,no,0,165.3,120,28.1,198.5,106,16.87,208.5,102,9.38,9.8,3,2.65,1,0
83,no,no,0,195,92,33.15,210.5,83,17.89,180.6,92,8.13,11,13,2.97,0,0
49,no,no,0,213.8,79,36.35,265.1,93,22.53,239.8,128,10.79,15.6,7,4.21,0,0
111,no,yes,24,205.5,114,34.94,219.3,99,18.64,215.9,95,9.72,14,4,3.78,1,0
50,no,yes,22,252.9,112,42.99,177.9,99,15.12,158.4,146,7.13,8.5,4,2.3,3,0
105,no,no,0,213.4,100,36.28,204.9,52,17.42,179.7,93,8.09,9.5,6,2.57,1,0
54,no,yes,39,206.9,143,35.17,127.8,72,10.86,199.2,120,8.96,9.2,1,2.48,3,0
130,no,no,0,242.5,101,41.23,102.8,114,8.74,142.4,89,6.41,9.3,2,2.51,2,0
65,no,yes,31,282.3,70,47.99,152,89,12.92,225.5,93,10.15,12,4,3.24,1,0
63,no,no,0,211.2,80,35.9,237.7,93,20.2,259.2,58,11.66,12.3,2,3.32,0,0
147,no,no,0,205.3,95,34.9,166.7,128,14.17,240.6,84,10.83,7.8,4,2.11,1,0
27,no,no,0,193.8,102,32.95,118.9,104,10.11,135.9,124,6.12,9.2,3,2.48,0,0
3,no,yes,36,118.1,117,20.08,221.5,125,18.83,103.9,89,4.68,11.9,6,3.21,2,0
60,no,no,0,125.1,99,21.27,248.8,62,21.15,211.3,79,9.51,11.2,3,3.02,3,0
119,no,no,0,176.8,90,30.06,224.7,81,19.1,204.6,77,9.21,7.5,15,2.03,1,0
84,no,no,0,217.1,99,36.91,236,68,20.06,118.3,120,5.32,9.4,4,2.54,1,0
116,no,no,0,189.5,90,32.22,189.8,118,16.13,205.8,83,9.26,13.1,2,3.54,1,0
123,no,no,0,159.1,94,27.05,241.6,119,20.54,202.4,120,9.11,6.5,1,1.76,1,0
110,no,no,0,100.1,90,17.02,233.3,93,19.83,204.4,57,9.2,11.1,8,3,3,0
176,no,no,0,223.2,76,37.94,214.4,131,18.22,154.4,80,6.95,10.1,2,2.73,3,0
121,no,no,0,103.3,110,17.56,129.1,82,10.97,167.1,113,7.52,10.7,3,2.89,0,0
69,no,no,0,195.3,70,33.2,216.7,108,18.42,259.9,119,11.7,12.5,4,3.38,3,0
129,no,no,0,143.7,114,24.43,297.8,98,25.31,212.6,86,9.57,11.4,8,3.08,4,0
106,no,no,0,114.4,104,19.45,78.3,101,6.66,232.7,78,10.47,0,0,0,2,0
57,yes,yes,30,234.5,130,39.87,195.2,116,16.59,268.8,94,12.1,11.4,4,3.08,2,0
67,no,no,0,210.7,116,35.82,219.2,86,18.63,179.7,83,8.09,7.2,6,1.94,1,0
78,no,no,0,137.4,109,23.36,237.6,49,20.2,206.7,136,9.3,14,11,3.78,3,0
64,no,no,0,224.8,111,38.22,190,101,16.15,221.4,110,9.96,9.2,2,2.48,1,0
86,no,yes,39,261.2,122,44.4,214.2,101,18.21,154.9,101,6.97,12.7,5,3.43,2,0
48,no,no,0,300.4,94,51.07,133.2,103,11.32,197.4,94,8.88,7.2,5,1.94,2,0
68,no,no,0,162.1,86,27.56,155,86,13.18,189.7,87,8.54,11,9,2.97,5,1
68,no,no,0,159.5,123,27.12,240.8,93,20.47,210.3,76,9.46,11.4,3,3.08,1,0
66,no,no,0,34,133,5.78,278.6,61,23.68,129.6,120,5.83,11.5,3,3.11,0,0
158,no,no,0,202,126,34.34,163.5,86,13.9,195.4,84,8.79,10.4,6,2.81,1,0
155,no,no,0,184.6,102,31.38,196,117,16.66,226.5,122,10.19,7.8,1,2.11,1,0
106,no,no,0,220.7,120,37.52,270.2,95,22.97,121.6,113,5.47,8.7,5,2.35,1,0
87,yes,no,0,167.3,119,28.44,198.5,119,16.87,133.1,88,5.99,11,6,2.97,1,0
69,no,no,0,167.5,76,28.48,242.1,92,20.58,101.2,103,4.55,11.4,4,3.08,2,0
112,no,no,0,115.8,108,19.69,243.3,111,20.68,184.6,78,8.31,13.1,5,3.54,1,0
27,no,no,0,201.2,128,34.2,227.2,100,19.31,145.8,91,6.56,8.4,3,2.27,2,0
161,yes,no,0,189.6,78,32.23,267.4,117,22.73,184.5,137,8.3,1.3,6,0.35,1,0
120,no,yes,31,153.5,83,26.1,219.1,96,18.62,237.4,76,10.68,11.4,4,3.08,0,0
113,no,no,0,187.6,97,31.89,208.2,118,17.7,158.9,101,7.15,8.7,6,2.35,2,0
122,yes,no,0,230.9,132,39.25,243.2,99,20.67,182.4,57,8.21,11,2,2.97,0,1
74,no,no,0,230.9,93,39.25,223,78,18.96,157.8,101,7.1,9.7,2,2.62,3,0
106,no,no,0,187.1,104,31.81,250.2,117,21.27,144.9,81,6.52,11,3,2.97,1,0
179,no,no,0,170.7,54,29.02,191.1,108,16.24,214.6,107,9.66,13.3,4,3.59,1,0
149,yes,yes,28,126.9,97,21.57,166.9,102,14.19,145.2,77,6.53,8.8,3,2.38,5,1
80,no,no,0,161.1,99,27.39,198.8,81,16.9,228.4,116,10.28,10.6,4,2.86,1,0
135,yes,yes,24,127.7,54,21.71,215,105,18.28,234.3,84,10.54,5.8,4,1.57,2,0
107,yes,no,0,273.5,104,46.5,183.8,68,15.62,153.8,67,6.92,11,9,2.97,2,0
103,yes,no,0,62.8,124,10.68,170.4,66,14.48,280.2,78,12.61,9.4,4,2.54,3,0
107,no,yes,22,281.1,83,47.79,143.7,130,12.21,239.4,128,10.77,11.2,9,3.02,1,0
90,no,no,0,214.9,97,36.53,117.8,117,10.01,133.7,78,6.02,11.8,2,3.19,2,0
92,yes,yes,45,281.1,88,47.79,198,103,16.83,94.3,76,4.24,7.5,3,2.03,0,0
38,no,no,0,137.8,86,23.43,286.3,76,24.34,167,77,7.52,14.1,3,3.81,2,0
73,no,no,0,187.3,118,31.84,239.7,90,20.37,167.5,108,7.54,15.1,2,4.08,1,0
113,no,yes,32,180.4,89,30.67,129.4,124,11,166.9,124,7.51,8.4,2,2.27,1,0
68,yes,no,0,148.5,126,25.25,219.4,125,18.65,198.5,121,8.93,14.5,7,3.92,1,1
135,no,yes,22,197.1,113,33.51,259.4,95,22.05,134.7,135,6.06,14.6,5,3.94,2,0
100,no,yes,26,153.7,115,26.13,137.8,146,11.71,213.5,104,9.61,15.9,5,4.29,1,0
108,no,no,0,246.2,102,41.85,202.4,134,17.2,180.1,95,8.1,9.4,5,2.54,1,0
56,no,yes,30,127.1,89,21.61,172.1,116,14.63,194.6,111,8.76,12.1,3,3.27,1,0
61,yes,yes,16,143.5,76,24.4,242.6,58,20.62,147.7,95,6.65,11.3,3,3.05,0,0
123,no,no,0,194,118,32.98,242,114,20.57,146.3,108,6.58,12.1,4,3.27,1,0
58,no,no,0,234.8,89,39.92,106.8,131,9.08,178.5,122,8.03,9.9,6,2.67,0,0
243,no,no,0,95.5,92,16.24,163.7,63,13.91,264.2,118,11.89,6.6,6,1.78,2,0
92,no,yes,16,184,99,31.28,76.4,134,6.49,185.1,96,8.33,12.7,3,3.43,2,0
77,no,yes,24,149.4,74,25.4,123.9,72,10.53,174.3,84,7.84,10.1,6,2.73,1,0
147,no,no,0,209.4,104,35.6,132.5,78,11.26,149.4,123,6.72,11.3,3,3.05,2,0
143,no,no,0,119.1,117,20.25,287.7,136,24.45,223,100,10.04,12.2,4,3.29,0,0
121,yes,no,0,167.7,94,28.51,93.7,121,7.96,241.3,115,10.86,13.4,1,3.62,3,1
88,no,no,0,202.2,86,34.37,216.8,93,18.43,239.4,99,10.77,11.8,2,3.19,2,0
87,no,no,0,322.5,106,54.83,204.6,93,17.39,186.2,128,8.38,9.4,4,2.54,2,1
27,no,no,0,72.7,75,12.36,208.6,117,17.73,65.8,71,2.96,9.9,3,2.67,1,0
64,yes,yes,33,127.2,93,21.62,162.9,104,13.85,247.4,109,11.13,8.1,13,2.19,0,0
111,no,no,0,99.3,112,16.88,270.5,136,22.99,225.3,94,10.14,9,6,2.43,3,0
77,no,no,0,239.2,114,40.66,150,115,12.75,160.8,81,7.24,10.3,2,2.78,5,0
144,no,yes,51,283.9,98,48.26,192,109,16.32,196.3,85,8.83,10,4,2.7,1,0
70,no,yes,31,125.9,101,21.4,196.4,102,16.69,252.7,75,11.37,10.3,4,2.78,1,0
129,no,no,0,198.4,91,33.73,264.7,106,22.5,111.4,101,5.01,9.2,2,2.48,2,0
166,no,no,0,274.3,110,46.63,52.9,109,4.5,246.1,119,11.07,10.9,5,2.94,0,0
136,yes,no,0,199.6,89,33.93,211.4,96,17.97,72.4,84,3.26,11,4,2.97,3,1
149,no,no,0,217.7,91,37.01,273.5,74,23.25,226.9,99,10.21,9.6,3,2.59,3,0
70,no,no,0,134.7,96,22.9,235.9,90,20.05,260.2,113,11.71,7.6,6,2.05,3,0
58,no,no,0,149.4,145,25.4,196.5,105,16.7,209.5,108,9.43,14.9,3,4.02,1,0
75,no,yes,38,163.6,132,27.81,146.7,113,12.47,345.8,115,15.56,13.1,3,3.54,3,0
45,no,no,0,207.6,71,35.29,152.7,94,12.98,217.8,125,9.8,12.4,13,3.35,1,0
155,no,no,0,165.4,108,28.12,183.7,103,15.61,80.2,108,3.61,8.9,4,2.4,3,0
52,no,no,0,209.8,114,35.67,171.3,82,14.56,154.6,119,6.96,9.9,9,2.67,4,0
119,no,yes,27,220.1,128,37.42,268.2,133,22.8,146.5,80,6.59,11.1,3,3,0,0
42,no,no,0,196.5,89,33.41,241.3,123,20.51,143.2,105,6.44,4,7,1.08,0,0
123,no,no,0,105,150,17.85,251.6,90,21.39,258,93,11.61,14.9,5,4.02,0,0
149,no,yes,43,206.7,79,35.14,174.6,122,14.84,241.5,80,10.87,10.9,3,2.94,1,0
103,no,no,0,204.9,107,34.83,135.2,102,11.49,208.2,106,9.37,10.4,3,2.81,5,0
132,no,yes,15,154.6,128,26.28,245.6,106,20.88,148.6,90,6.69,9.1,4,2.46,1,0
62,no,no,0,281,66,47.77,160.6,108,13.65,77.9,74,3.51,0,0,0,1,0
122,no,yes,33,270.8,96,46.04,220.4,110,18.73,169.9,104,7.65,11.8,8,3.19,4,0
32,no,no,0,171.2,82,29.1,185.6,102,15.78,203.3,64,9.15,10.2,7,2.75,1,0
86,no,no,0,124.1,82,21.1,202.6,120,17.22,289.6,119,13.03,6.7,8,1.81,3,0
42,no,no,0,146.3,84,24.87,255.9,113,21.75,45,117,2.03,8,12,2.16,1,0
124,no,no,0,178.4,72,30.33,233.6,134,19.86,179.4,91,8.07,12,2,3.24,0,0
109,no,yes,27,166.9,85,28.37,221.2,92,18.8,197.3,97,8.88,12.3,4,3.32,1,1
108,no,yes,35,215.9,106,36.7,200.6,107,17.05,195.4,107,8.79,15.5,7,4.19,0,0
125,no,no,0,140.1,132,23.82,209.6,126,17.82,264.1,77,11.88,8,2,2.16,1,0
23,no,no,0,321.6,107,54.67,251.6,115,21.39,141.1,158,6.35,11.3,3,3.05,2,1
149,no,no,0,166.6,61,28.32,218.8,107,18.6,208.3,131,9.37,8.2,6,2.21,7,0
161,no,no,0,191.9,113,32.62,70.9,87,6.03,204.8,107,9.22,13.4,4,3.62,4,1
118,no,yes,24,118.1,83,20.08,109.6,72,9.32,245.5,73,11.05,16.9,2,4.56,1,0
127,no,yes,25,82.2,95,13.97,163.3,109,13.88,264.9,104,11.92,5.1,6,1.38,0,0
118,no,no,0,267.8,145,45.53,316.4,121,26.89,208.6,91,9.39,14.4,11,3.89,5,1
50,no,yes,24,214.3,129,36.43,289.8,55,24.63,312.5,130,14.06,10.6,4,2.86,1,0
52,no,no,0,215.9,67,36.7,217,108,18.45,342.8,130,15.43,5.2,2,1.4,1,0
65,no,no,0,111,51,18.87,219.8,84,18.68,202,89,9.09,4.4,14,1.19,1,0
80,no,no,0,239.9,121,40.78,142.3,51,12.1,364.3,106,16.39,9.3,5,2.51,1,0
1,no,no,0,144.8,107,24.62,112.5,66,9.56,218.7,79,9.84,13.8,3,3.73,1,0
60,no,no,0,135.4,134,23.02,205.9,85,17.5,204,103,9.18,7.9,4,2.13,1,0
43,no,no,0,84.2,134,14.31,80.8,103,6.87,196.1,79,8.82,10.8,2,2.92,1,0
74,no,no,0,200.4,87,34.07,309.2,105,26.28,152.1,118,6.84,10,2,2.7,1,0
56,no,no,0,91.1,90,15.49,179.3,115,15.24,300.7,89,13.53,11.9,8,3.21,2,0
117,no,no,0,168.8,137,28.7,241.4,107,20.52,204.8,106,9.22,15.5,4,4.19,0,0
132,no,no,0,191.9,107,32.62,206.9,127,17.59,272,88,12.24,12.6,2,3.4,1,0
81,no,yes,28,167.9,147,28.54,190.7,105,16.21,193,103,8.69,9.2,6,2.48,4,1
150,no,yes,28,174.4,75,29.65,169.9,80,14.44,201.6,130,9.07,11,4,2.97,1,0
108,no,no,0,103,129,17.51,242.3,103,20.6,170.2,89,7.66,7.9,3,2.13,1,0
114,no,yes,34,154.4,109,26.25,221.4,142,18.82,208.5,103,9.38,10.3,5,2.78,0,0
5,no,no,0,199.2,106,33.86,187.3,12,15.92,214,85,9.63,13.3,3,3.59,3,0
142,no,yes,30,154,75,26.18,165.8,97,14.09,270,83,12.15,10.8,5,2.92,1,0
73,no,no,0,175.4,130,29.82,248.1,105,21.09,122.4,85,5.51,12.2,4,3.29,0,0
85,no,no,0,176.4,122,29.99,224.9,123,19.12,219.6,50,9.88,11.5,1,3.11,1,0
87,no,no,0,228.7,90,38.88,163,99,13.86,154.1,90,6.93,11.8,3,3.19,1,0
21,no,yes,31,135.9,90,23.1,271,84,23.04,179.1,89,8.06,9.5,7,2.57,6,0
129,no,no,0,334.3,118,56.83,192.1,104,16.33,191,83,8.59,10.4,6,2.81,0,1
104,no,no,0,130.5,77,22.19,131.2,117,11.15,264.7,63,11.91,13,6,3.51,0,0
93,no,yes,21,134.2,105,22.81,162.5,128,13.81,186.6,90,8.4,11.8,2,3.19,4,1
50,no,no,0,188.9,94,32.11,203.9,104,17.33,151.8,124,6.83,11.6,8,3.13,3,0
84,no,yes,33,159.1,106,27.05,149.8,101,12.73,213.4,108,9.6,13,18,3.51,1,0
77,no,no,0,142.3,112,24.19,306.3,111,26.04,196.5,82,8.84,9.9,1,2.67,1,0
38,no,yes,31,197.2,118,33.52,249.9,70,21.24,298.9,104,13.45,3.9,2,1.05,0,0
140,no,no,0,125.3,84,21.3,167.6,121,14.25,260.6,94,11.73,8.4,4,2.27,1,0
12,yes,no,0,216.7,117,36.84,116.5,126,9.9,220,110,9.9,9.8,4,2.65,2,0
181,no,no,0,143.3,91,24.36,195.5,58,16.62,223.3,95,10.05,6,7,1.62,1,0
155,no,no,0,181.4,111,30.84,167.7,92,14.25,168.5,122,7.58,11.3,3,3.05,3,0
105,no,no,0,246.4,83,41.89,256.2,101,21.78,169,151,7.61,3.8,4,1.03,0,0
102,no,no,0,114.8,125,19.52,81.9,126,6.96,304.3,101,13.69,12,4,3.24,0,0
41,no,no,0,143.6,117,24.41,152.4,108,12.95,194.4,110,8.75,8.6,3,2.32,1,0
13,no,no,0,146.4,74,24.89,148.5,92,12.62,216.7,96,9.75,11.3,3,3.05,1,0
115,no,yes,33,145,72,24.65,194.5,157,16.53,242.3,138,10.9,14.2,3,3.83,2,0
67,no,no,0,167.8,91,28.53,167.7,69,14.25,110.3,71,4.96,8.4,12,2.27,1,0
146,yes,no,0,133,65,22.61,262.8,93,22.34,214.3,128,9.64,11.2,3,3.02,1,0
148,no,yes,11,252.9,129,42.99,284.3,88,24.17,262.8,99,11.83,12.3,1,3.32,1,0
67,no,yes,28,95,94,16.15,291.2,73,24.75,159.6,114,7.18,10,2,2.7,2,0
99,no,yes,42,216,125,36.72,232.3,104,19.75,215.5,100,9.7,9.3,4,2.51,2,1
87,no,no,0,146.3,108,24.87,171.8,102,14.6,167.5,66,7.54,5.3,9,1.43,1,0
87,no,no,0,234.8,85,39.92,140.9,91,11.98,204.3,93,9.19,9.5,5,2.57,1,0
87,yes,no,0,134.2,80,22.81,165,71,14.03,173.1,102,7.79,10.7,5,2.89,0,0
150,no,no,0,189.3,77,32.18,220.9,105,18.78,238.7,117,10.74,9.2,5,2.48,4,0
91,yes,yes,24,93.5,112,15.9,183.4,128,15.59,240.7,133,10.83,9.9,3,2.67,0,0
94,yes,no,0,243.2,109,41.34,147,88,12.5,94.9,99,4.27,7.2,4,1.94,4,0
158,no,no,0,220.9,129,37.55,242.2,108,20.59,233.3,75,10.5,6.4,5,1.73,0,0
79,no,no,0,147,72,24.99,165.7,102,14.08,243.2,107,10.94,8.4,9,2.27,1,0
139,no,yes,25,96.2,112,16.35,178.9,70,15.21,182.1,84,8.19,12.9,10,3.48,2,0
98,yes,no,0,12.5,67,2.13,256.6,90,21.81,169.4,88,7.62,7.7,9,2.08,1,0
92,no,no,0,208,125,35.36,198.9,76,16.91,76.4,97,3.44,8.6,6,2.32,0,0
132,no,yes,31,174.5,101,29.67,245.6,105,20.88,172.8,76,7.78,10.3,9,2.78,1,0
190,no,yes,26,116.7,71,19.84,145.9,88,12.4,175.1,103,7.88,9.9,3,2.67,1,0
101,no,no,0,93.8,127,15.95,150,104,12.75,241.1,116,10.85,10.7,2,2.89,1,0
185,yes,yes,30,154.1,114,26.2,118.7,106,10.09,258.4,105,11.63,12.9,3,3.48,2,0
124,no,no,0,167.4,119,28.46,233.2,143,19.82,109.6,115,4.93,10.3,5,2.78,0,0
134,no,no,0,205.3,122,34.9,240.5,155,20.44,179.1,107,8.06,5,9,1.35,1,0
164,no,yes,25,219.1,88,37.25,151.5,99,12.88,50.1,60,2.25,14.3,6,3.86,1,0
177,no,no,0,232.8,106,39.58,175.2,97,14.89,212.2,77,9.55,12.5,7,3.38,2,0
114,no,no,0,191.5,88,32.56,175.2,78,14.89,220.3,118,9.91,0,0,0,0,0
64,no,yes,19,291.1,150,49.49,226.7,123,19.27,219.1,67,9.86,7.5,2,2.03,1,0
82,yes,no,0,208.8,101,35.5,213.7,87,18.16,175.1,86,7.88,12.4,6,3.35,3,0
113,no,no,0,132.1,72,22.46,247.5,107,21.04,246.2,123,11.08,6.9,6,1.86,3,0
131,no,no,0,153.4,86,26.08,198.5,81,16.87,164.4,83,7.4,10.4,3,2.81,0,0
148,no,no,0,185.2,87,31.48,170.4,96,14.48,165.1,104,7.43,9.5,13,2.57,1,0
210,no,no,0,104.6,121,17.78,149.5,71,12.71,255.1,67,11.48,6.5,8,1.76,2,0
115,no,no,0,245.2,105,41.68,159,109,13.52,229.9,74,10.35,7.2,8,1.94,0,0
57,no,yes,29,279.9,121,47.58,223.1,109,18.96,251.7,94,11.33,13,2,3.51,1,0
135,no,yes,28,201.4,100,34.24,246.5,117,20.95,154.8,131,6.97,12.9,4,3.48,2,1
98,no,yes,29,179.9,97,30.58,189.2,89,16.08,164.3,76,7.39,12.8,7,3.46,3,0
151,no,no,0,235.9,104,40.1,80.6,91,6.85,212.8,116,9.58,5.8,2,1.57,3,0
117,no,no,0,144.6,115,24.58,258.8,66,22,253.2,113,11.39,7.4,9,2,2,0
55,no,no,0,189,100,32.13,118.5,99,10.07,248.1,87,11.16,17.1,6,4.62,0,0
152,no,no,0,206.3,98,35.07,292.8,82,24.89,43.7,121,1.97,10.6,4,2.86,1,0
98,no,no,0,165,129,28.05,202.6,113,17.22,172.3,94,7.75,12.5,7,3.38,1,1
189,no,no,0,208.3,106,35.41,236.7,123,20.12,179.1,120,8.06,11.3,5,3.05,3,0
111,no,no,0,142.3,75,24.19,122.8,106,10.44,229.5,94,10.33,12.8,9,3.46,2,0
159,no,yes,19,184.1,78,31.3,194.5,71,16.53,225.6,101,10.15,16.9,3,4.56,0,0
71,no,no,0,103.3,103,17.56,138.5,79,11.77,164.8,98,7.42,9,2,2.43,2,0
83,no,yes,37,78.5,109,13.35,210.5,101,17.89,179.7,102,8.09,11.8,4,3.19,1,0
64,no,no,0,148.1,73,25.18,164.9,101,14.02,216,125,9.72,12.3,2,3.32,5,1
144,no,yes,33,251.6,87,42.77,197.6,118,16.8,209.2,97,9.41,12.2,3,3.29,2,0
19,no,yes,34,156.6,97,26.62,224.2,97,19.06,260.9,135,11.74,11.3,1,3.05,1,0
46,no,no,0,139.4,81,23.7,223.7,113,19.01,173.1,77,7.79,13.6,6,3.67,1,0
127,no,no,0,220.2,108,37.43,188.4,124,16.01,172.7,113,7.77,11.7,3,3.16,2,0
9,no,yes,39,214.1,108,36.4,169.2,115,14.38,189.7,117,8.54,10.1,3,2.73,1,0
157,no,no,0,196,74,33.32,213.4,96,18.14,196.8,81,8.86,7.9,6,2.13,1,0
105,no,no,0,106.4,71,18.09,240.1,83,20.41,147.7,114,6.65,5.3,4,1.43,6,1
105,no,yes,29,179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10,5,2.7,0,0
132,no,no,0,193.3,106,32.86,128.3,94,10.91,162.1,119,7.29,11.6,4,3.13,5,1
16,no,no,0,209.5,89,35.62,172.8,85,14.69,94.1,102,4.23,8.8,4,2.38,1,0
99,no,no,0,95.4,105,16.22,207.2,101,17.61,136,117,6.12,5.6,5,1.51,1,0
76,no,yes,26,214.6,110,36.48,205.2,87,17.44,134.6,140,6.06,8.1,2,2.19,1,0
167,no,no,0,131.6,120,22.37,211.3,96,17.96,168.3,97,7.57,11.1,4,3,4,1
128,no,no,0,103.3,122,17.56,245.9,123,20.9,161.1,95,7.25,6.4,7,1.73,0,0
173,no,no,0,172.5,78,29.33,142.6,91,12.12,102,63,4.59,10.9,2,2.94,0,0
66,no,yes,32,187.8,117,31.93,129.8,90,11.03,132.3,113,5.95,12,3,3.24,2,0
32,no,no,0,157.9,88,26.84,180.8,132,15.37,132.5,102,5.96,12.8,3,3.46,1,0
72,no,yes,39,92.8,98,15.78,271.2,115,23.05,167.1,83,7.52,5.8,7,1.57,1,0
134,no,yes,32,216.8,78,36.86,102.2,111,8.69,174,83,7.83,8.6,2,2.32,0,0
101,no,yes,23,262.2,101,44.57,157,80,13.35,129.1,100,5.81,7.3,14,1.97,1,0
72,no,no,0,207.8,92,35.33,195.7,110,16.63,184.8,124,8.32,13.1,4,3.54,0,0
123,no,no,0,211,92,35.87,217,102,18.45,214.8,104,9.67,9.8,7,2.65,3,0
87,no,yes,28,143.5,106,24.4,223.5,147,19,175.4,69,7.89,11.2,5,3.02,0,0
149,no,no,0,156,56,26.52,56,116,4.76,163.3,104,7.35,8.9,8,2.4,0,0
135,no,no,0,194.8,97,33.12,235.3,118,20,174.4,126,7.85,11,3,2.97,1,0
100,no,no,0,247.8,117,42.13,130,95,11.05,134.3,125,6.04,6.9,2,1.86,1,0
153,no,no,0,193.8,90,32.95,195.3,121,16.6,182.7,108,8.22,8.5,3,2.3,1,0
92,no,yes,25,134,112,22.78,206,111,17.51,180.6,118,8.13,9.7,4,2.62,0,0
154,no,no,0,191.4,93,32.54,205.4,119,17.46,205.7,121,9.26,10.2,3,2.75,3,0
48,no,no,0,275.2,67,46.78,180.2,108,15.32,159,110,7.15,7.9,2,2.13,1,0
139,no,no,0,165,132,28.05,249.7,86,21.22,170.3,128,7.66,12.6,8,3.4,1,0
126,no,no,0,228.7,102,38.88,168.7,99,14.34,223.5,100,10.06,11.8,4,3.19,1,0
95,no,no,0,141.1,84,23.99,211.4,108,17.97,103.7,127,4.67,5.9,6,1.59,3,0
36,no,no,0,178.6,83,30.36,213.1,103,18.11,198,119,8.91,10.9,5,2.94,1,0
113,no,no,0,215.9,93,36.7,240.1,85,20.41,156.7,123,7.05,4.9,5,1.32,3,0
109,no,no,0,170.7,101,29.02,240.2,82,20.42,119,112,5.36,11.4,4,3.08,2,0
91,no,no,0,217.9,71,37.04,230.1,116,19.56,232.1,110,10.44,10.6,2,2.86,1,0
48,no,no,0,128.2,71,21.79,48.1,78,4.09,116.3,80,5.23,8.9,3,2.4,0,0
86,no,no,0,126.3,115,21.47,168.8,112,14.35,154.6,95,6.96,9.8,7,2.65,2,0
163,no,no,0,178.7,56,30.38,215.7,79,18.33,152.7,84,6.87,10.6,2,2.86,4,0
147,yes,yes,24,219.9,118,37.38,208.5,116,17.72,352.5,111,15.86,8.1,4,2.19,3,0
64,no,no,0,168,116,28.56,192.4,94,16.35,166.5,98,7.49,10.1,3,2.73,2,0
159,no,no,0,198.8,107,33.8,195.5,91,16.62,213.3,120,9.6,16.5,7,4.46,5,0
45,no,yes,38,196.8,92,33.46,254.2,108,21.61,261.8,85,11.78,7.7,2,2.08,1,0
101,yes,no,0,193.7,108,32.93,186.6,98,15.86,223,100,10.04,11.6,8,3.13,0,0
62,no,yes,33,186.4,84,31.69,201,136,17.09,286.7,103,12.9,11.1,3,3,2,1
55,no,yes,20,189.3,95,32.18,118.6,113,10.08,250.2,102,11.26,12.5,4,3.38,2,0
76,no,yes,22,160.1,107,27.22,168.7,136,14.34,23.2,102,1.04,9.5,4,2.57,3,0
157,no,no,0,220.7,105,37.52,119.3,127,10.14,165.1,113,7.43,11.5,7,3.11,4,0
86,no,no,0,166.2,112,28.25,255.3,81,21.7,228.1,97,10.26,5.4,7,1.46,1,0
131,no,no,0,211.8,115,36.01,260.5,102,22.14,144.2,96,6.49,10.8,7,2.92,0,0
55,no,yes,45,130.5,114,22.19,208.4,94,17.71,141.6,114,6.37,11,5,2.97,4,1
74,no,no,0,162.7,102,27.66,292,105,24.82,183.3,80,8.25,8.7,6,2.35,0,0
81,yes,yes,37,237.1,76,40.31,264.2,125,22.46,271.3,120,12.21,7.9,3,2.13,1,0
3,no,yes,27,67.4,116,11.46,244,78,20.74,281.1,93,12.65,11.4,2,3.08,2,0
51,no,no,0,229.7,129,39.05,336,104,28.56,192.8,128,8.68,9.6,1,2.59,1,1
68,no,yes,24,176,118,29.92,277.9,116,23.62,174.7,71,7.86,14.7,7,3.97,1,0
87,no,no,0,115.4,90,19.62,262.6,68,22.32,245.7,69,11.06,13.1,5,3.54,2,0
58,no,no,0,112.2,95,19.07,209.6,108,17.82,260.9,78,11.74,13.9,1,3.75,0,1
144,no,no,0,139.6,96,23.73,124.2,93,10.56,95.6,75,4.3,15,4,4.05,2,0
107,no,yes,14,114.3,132,19.43,199.8,91,16.98,194.7,74,8.76,7.5,8,2.03,1,0
149,no,no,0,196.3,108,33.37,136.8,96,11.63,154.7,87,6.96,7.7,3,2.08,2,0
92,no,no,0,249.4,118,42.4,211.5,95,17.98,169,116,7.61,9.1,3,2.46,0,0
67,no,yes,30,129.6,107,22.03,233,104,19.81,297,93,13.37,14.5,5,3.92,1,0
166,no,no,0,220.7,106,37.52,177.8,118,15.11,206.1,102,9.27,12.4,9,3.35,1,0
